bc.no,inter,dose.type,species,species2,cicon,cicon2,identified.as,compound,metab.type,subclass,method,meth.extr,biofluid,hydrolysis.full,hydroylsis,quantified,trace,comments
1962,327,Food,human,Human,10109803,101098,cyanidin 3-(2??-xylose-galactoside),"Cyanidin 3-O-(2""-xylosyl-galactoside)",Glycoside,Anthocyanins,78,SPE,plasma,None,no,FALSE,FALSE,
1963,328,Food,human,Human,10110003,101100,cyanidin 3-(2??-xylose-6??-sinapoyl-glucose-galactoside),"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-sinapoyl-glucosyl)-galactoside)",Glycoside,Anthocyanins,78,SPE,plasma,None,no,FALSE,FALSE,
1964,328,Food,human,Human,10110103,101101,cyanidin 3-(2??-xylose-6??-feruloyl-glucose-galactoside),"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-feruloyl-glucosyl)-galactoside)",Glycoside,Anthocyanins,78,SPE,plasma,None,no,FALSE,FALSE,
1921,304,Food,human,Human,10114103,101141,cyanidin 3-diglucoside-5-glucoside,Cyanidin 3-O-diglucoside-5-O-glucoside,Glycoside,Anthocyanins,78,PP,urine,None,no,TRUE,FALSE,
1922,305,Food,human,Human,10114103,101141,cyanidin 3-diglucoside-5-glucoside,Cyanidin 3-O-diglucoside-5-O-glucoside,Glycoside,Anthocyanins,78,PP,urine,None,no,TRUE,FALSE,
1923,306,Food,human,Human,10114103,101141,cyanidin 3-diglucoside-5-glucoside,Cyanidin 3-O-diglucoside-5-O-glucoside,Glycoside,Anthocyanins,78,PP,urine,None,no,TRUE,FALSE,
1924,304,Food,human,Human,10114203,101142,peonidin 3-diglucoside-5-glucoside,Peonidin 3-O-diglucoside-5-O-glucoside,Glycoside,Anthocyanins,78,PP,urine,None,no,TRUE,FALSE,
1925,305,Food,human,Human,10114203,101142,peonidin 3-diglucoside-5-glucoside,Peonidin 3-O-diglucoside-5-O-glucoside,Glycoside,Anthocyanins,78,PP,urine,None,no,TRUE,FALSE,
1926,306,Food,human,Human,10114203,101142,peonidin 3-diglucoside-5-glucoside,Peonidin 3-O-diglucoside-5-O-glucoside,Glycoside,Anthocyanins,78,PP,urine,None,no,TRUE,FALSE,
1917,321,Experimental food,human,Human,10114903,101149,peonidin 3-O-(2-O-(6-O-(E)-caffeoyl-?-D glucopyranosyl)-?-D-glucopiranoside)-5-O-?-D-glucopyranoside,Peonidin 3-O-(2-O-(6-O-(E)-caffeoyl-D-glucosyl)-D-glucoside)-5-O-D-glucoside,Glycoside,Anthocyanins,78,SPE,urine,None,no,TRUE,FALSE,
2210,853,Experimental food,human,Human,10115503,101155,peonidin 3-O-sambubioside,Peonidin 3-O-sambubioside,Glycoside,Anthocyanins,78,SPE,urine,None,no,TRUE,FALSE,
1877,309,Food,human,Human,10115703,101157,peonidin 3-xyloside,Peonidin 3-O-xyloside,Glycoside,Anthocyanins,78,SPE,urine,None,no,FALSE,FALSE,
1916,321,Experimental food,human,Human,10117403,101174,cyanidin 3-O-(2-O-(6-O-(E)-caffeoyl-?-D glucopyranosyl)-?-D-glucopiranoside)-5-O-?-D-glucopyranoside,Cyanidin 3-O-(2-O-(6-O-(E)-caffeoyl-D glucoside)-D-glucoside)-5-O-D-glucoside,Glycoside,Anthocyanins,78,SPE,urine,None,no,TRUE,FALSE,
398,121,Food,human,Human,10300103,103001,phloretin,Phloretin,Aglycone,Dihydrochalcones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,6-12 hours only
399,122,Food,human,Human,10300103,103001,phloretin,Phloretin,Aglycone,Dihydrochalcones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,6-12 hours only
712,139,Experimental food,human,Human,10301403,103014,phloretin-2'-O-glucuronide,Phloretin 2'-O-glucuronide,Glucuronide,Dihydrochalcones,78,NS,urine,None,no,TRUE,FALSE,
713,139,Experimental food,human,Human,10301403,103014,phloretin-2'-O-glucuronide,Phloretin 2'-O-glucuronide,Glucuronide,Dihydrochalcones,78,PP,plasma,None,no,TRUE,FALSE,
2147,371,Experimental food,human,Human,10301403,103014,phloretin 2'-O-glucuronide,Phloretin 2'-O-glucuronide,Glucuronide,Dihydrochalcones,78,NA,urine,None,no,FALSE,FALSE,
983,200,Experimental food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,80,SPE,plasma,None,no,TRUE,FALSE,
985,200,Experimental food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,80,SPE,urine,None,no,TRUE,FALSE,
984,200,Experimental food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
986,200,Experimental food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1292,244,Food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,91,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Graph time course missing from sheets - retrieve?
1293,245,Experimental food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,91,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Graph time course missing from sheets - retrieve?
2133,361,Experimental food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,91,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2134,362,Food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,91,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2141,369,Food,human,Human,10500103,105001,(+)-catechin,(+)-Catechin,Aglycone,Flavanols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1454,257,Food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,LLE,urine,None,no,FALSE,FALSE,
1539,277,Pure compound,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,78,SPE,plasma,None,no,TRUE,FALSE,
393,118,Experimental food,human,Human,10500203,105002,epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
394,119,Food,human,Human,10500203,105002,epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
473,126,Pure compound,human,Human,10500203,105002,epicatechin,(-)-Epicatechin,Aglycone,Flavanols,91,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
474,126,Pure compound,human,Human,10500203,105002,epicatechin,(-)-Epicatechin,Aglycone,Flavanols,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1445,256,Experimental food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1453,299,Experimental food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1525,273,Pure compound,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1665,290,Food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1666,291,Food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1762,293,Food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
2140,369,Food,human,Human,10500203,105002,(-)-epicatechin,(-)-Epicatechin,Aglycone,Flavanols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1455,257,Food,human,Human,10500403,105004,epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,78,LLE,urine,None,no,FALSE,FALSE,
1442,256,Experimental food,human,Human,10500403,105004,epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1450,299,Experimental food,human,Human,10500403,105004,epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1465,261,Experimental food,human,Human,10500403,105004,epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1466,261,Experimental food,human,Human,10500403,105004,epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1528,273,Pure compound,human,Human,10500403,105004,epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1529,273,Pure compound,human,Human,10500403,105004,3-methyl-epigallocatechin,(-)-Epigallocatechin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,FALSE,
1290,243,Food,human,Human,10500503,105005,(-)-epicatechin-3-gallate,(-)-Epicatechin 3-O-gallate,Aglycone,Flavanols,78,SPE,plasma,None,no,FALSE,FALSE,
2202,850,Food,human,Human,10500503,105005,(-)-epicatechin-3-gallate,(-)-Epicatechin 3-O-gallate,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,
1289,243,Food,human,Human,10500603,105006,(-)-epigallocatechin-3-gallate,(-)-Epigallocatechin 3-O-gallate,Aglycone,Flavanols,78,SPE,plasma,None,no,TRUE,FALSE,
2201,850,Food,human,Human,10500603,105006,(-)-epigallocatechin-3-gallate,(-)-Epigallocatechin 3-O-gallate,Aglycone,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,
475,127,Pure compound,human,Human,10500603,105006,epigallocatechin gallate,(-)-Epigallocatechin 3-O-gallate,Aglycone,Flavanols,91,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1469,262,Experimental food,human,Human,10500603,105006,epigallocatechin 3-gallate,(-)-Epigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1470,262,Experimental food,human,Human,10500603,105006,epigallocatechin 3-gallate,(-)-Epigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1481,263,Pure compound,human,Human,10500603,105006,epigallocatechin 3-gallate,(-)-Epigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1526,273,Pure compound,human,Human,10501203,105012,theaflavin,Theaflavin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1527,273,Pure compound,human,Human,10501203,105012,theaflavin,Theaflavin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1761,293,Food,human,Human,10503403,105034,procyanidin B2,Procyanidin dimer B2,Aglycone,Flavanols,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
2139,369,Food,human,Human,10503403,105034,procyanidin B2,Procyanidin dimer B2,Aglycone,Flavanols,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1653,287,Food,human,Human,10503603,105036,4'-methyl-epigallocatechin 3'-sulfate,Procyanidin dimer B4,Aglycone,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
1544,277,Pure compound,human,Human,10511203,105112,3'-O-methyl-epicatechin,3'-O-Methylepicatechin,Aglycone,Flavanols,78,SPE,plasma,None,no,TRUE,FALSE,
1542,277,Pure compound,human,Human,10511303,105113,4'-O-methyl-epicatechin-3'-O-glucuronide,4'-O-Methyl-(-)-epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,SPE,plasma,None,no,TRUE,FALSE,
1543,277,Pure compound,human,Human,10511303,105113,4'-O-methyl-epicatechin-3'-O-glucuronide,4'-O-Methyl-(-)-epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,SPE,urine,None,no,TRUE,FALSE,
1655,287,Food,human,Human,10511303,105113,4'-methyl-(-)-epicatechin 3'-glucuronide,4'-O-Methyl-(-)-epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
711,139,Experimental food,human,Human,10511403,105114,(-)-epicatechin-3'-O-glucuronide,Epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,NS,urine,None,no,TRUE,FALSE,
1540,277,Pure compound,human,Human,10511403,105114,epicatechin-3'-O-glucuronide,Epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,SPE,plasma,None,no,TRUE,FALSE,
1541,277,Pure compound,human,Human,10511403,105114,epicatechin-3'-O-glucuronide,Epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,SPE,urine,None,no,FALSE,FALSE,
1654,287,Food,human,Human,10511403,105114,(-)-epicatechin 3'-glucuronide,Epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
2203,850,Food,human,Human,10511403,105114,epicatechin-3'-O-glucuronide,Epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,PP,plasma,None,no,TRUE,FALSE,
2204,850,Food,human,Human,10511403,105114,epicatechin-3'-O-glucuronide,Epicatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,TRUE,FALSE,
1294,244,Food,human,Human,10511603,105116,3'-methyl-(+)-catechin,3'-O-Methylcatechin,Aglycone,Flavanols,91,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Graph time course missing from sheets - retrieve?
1295,245,Experimental food,human,Human,10511603,105116,3'-methyl-(+)-catechin,3'-O-Methylcatechin,Aglycone,Flavanols,91,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Graph time course missing from sheets - retrieve?
1473,262,Experimental food,human,Human,10511803,105118,"4',4""-dimethyl-epigallocatechin-3-gallate","4',4""-O-Dimethylepigallocatechin 3-O-gallate",Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1474,262,Experimental food,human,Human,10511803,105118,"4',4""-dimethyl-epigallocatechin-3-gallate","4',4""-O-Dimethylepigallocatechin 3-O-gallate",Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1482,263,Pure compound,human,Human,10511803,105118,"4',4""-dimethyl-epigallocatechin-3-gallate","4',4""-O-Dimethylepigallocatechin 3-O-gallate",Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1467,261,Experimental food,human,Human,10511903,105119,4'-O-methyl-(-)-epigallocatechin,4'-O-Methylepigallocatechin,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1468,261,Experimental food,human,Human,10511903,105119,4'-O-methyl-(-)-epigallocatechin,4'-O-Methylepigallocatechin,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1471,262,Experimental food,human,Human,10512003,105120,4''-methyl-epigallocatechin-3-gallate,4''-O-Methylepigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,TRUE,
1472,262,Experimental food,human,Human,10512003,105120,4''-methyl-epigallocatechin-3-gallate,4''-O-Methylepigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,TRUE,
1483,263,Pure compound,human,Human,10512003,105120,4''-methyl-epigallocatechin-3-gallate,4''-O-Methylepigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,plasma,?-glucuronidase and sulfatase,yes,FALSE,TRUE,
1484,263,Pure compound,human,Human,10512003,105120,4''-methyl-epigallocatechin-3-gallate,4''-O-Methylepigallocatechin 3-O-gallate,Aglycone,Flavanols,90,LLE,urine,?-glucuronidase and sulfatase,yes,FALSE,TRUE,
1456,257,Food,human,Human,10512603,105126,epigallocatechin-3'-O-glucuronide,(-)-Epigallocatechin 3-O-glucuronide,Glucuronide,Flavanols,78,LLE,urine,None,no,FALSE,FALSE,
1649,287,Food,human,Human,10513203,105132,epigallocatechin 3'-glucuronide,(-)-Epigallocatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
1650,287,Food,human,Human,10513303,105133,epigallocatechin 7-glucuronide,(-)-Epigallocatechin 7-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
1651,287,Food,human,Human,10513403,105134,4'-methyl-epigallocatechin 3'-glucuronide,4'-O-Methyl-(-)-epigallocatechin 3'-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
1652,287,Food,human,Human,10513503,105135,4'-methyl-epigallocatechin 7-glucuronide,4'-O-Methyl-(-)-epigallocatechin 7-O-glucuronide,Glucuronide,Flavanols,78,PP,urine,None,no,FALSE,FALSE,
703,136,Pure compound,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,urine,?-glucuronidase,yes,TRUE,FALSE,
704,136,Pure compound,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,plasma,?-glucuronidase,yes,FALSE,FALSE,
705,137,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,urine,?-glucuronidase,yes,FALSE,FALSE,
706,137,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,plasma,?-glucuronidase,yes,FALSE,FALSE,
798,151,Pure compound,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,urine,?-glucuronidase,yes,TRUE,FALSE,
367,117,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
368,118,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
369,119,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
370,120,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
371,121,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,6-12 hours only
372,122,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,6-12 hours only
746,140,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
747,141,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
748,140,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,NS,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
749,141,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,NS,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
764,144,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
765,145,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
768,144,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
769,145,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
784,146,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
787,148,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
788,147,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,89,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
793,150,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
795,150,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
799,152,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
800,152,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
879,171,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,I think the length of sampling is 10 h for AUC
880,171,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
883,172,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,I think the length of sampling is 10 h for AUC
884,172,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
887,173,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,I think the length of sampling is 10 h for AUC
888,173,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
891,174,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,I think the length of sampling is 10 h for AUC
892,174,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
895,175,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,I think the length of sampling is 10 h for AUC
896,175,Experimental food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,NS,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2137,367,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
2138,368,Food,human,Human,10600103,106001,naringenin,Naringenin,Aglycone,Flavanones,90,LLE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
373,118,Experimental food,human,Human,10600303,106003,hesperetin,Hesperetin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
374,122,Food,human,Human,10600303,106003,hesperetin,Hesperetin,Aglycone,Flavanones,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
750,144,Food,human,Human,10600303,106003,hesperetin,Hesperetin,Aglycone,Flavanones,89,SPE,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
