method.full,method,analysis.type,food.group.full,food.group,food.subgroup,food,food.class,process.full,process,top.process,process.type,process.grouped,compound.class,compound.subclass,compound,conjugation,cicon,unit,mean.rf,min.rf,max.rf,sdev.rf,nraw.rf,rf.id
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavonols,"5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide",glycoside,108096,mg/100 g fresh weight,1.071282625,0.950920284,1.231543541,0.064478022,21,1038
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,1.037262432,0.57245636,1.570019722,0.292910465,15,316
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Pomes,"Apple, whole, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.684031929,0.340425521,0.8984375,0.211055731,6,335
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,"Cyanidin 3,5-O-diglucoside",glycoside,101082,mg/100 ml,0.659917459,0.584425569,0.744408906,0.085404745,4,535
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-galactoside,glycoside,101008,mg/100 g fresh weight,0.882503291,0.760795057,0.997943819,0.105492007,6,349
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,1.073717952,1.044871807,1.102564096,0.040794609,2,176
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,0.797362119,0.575539589,0.971223056,0.149904067,6,227
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,2.130882871,0.627177715,7,1.956110757,15,298
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 mL,1.189349055,1.177514791,1.201183319,0.016736176,2,409
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice, high-intensity pulsed electric fields",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 mL,0.916938115,0.364820868,1.622149825,0.420013229,8,435
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 mL,0.942417508,0.43877548,1.710884333,0.388265702,16,444
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 ml,0.479436092,0.466666639,0.490566045,0.01224707,4,536
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-glucosyl-rutinoside,glycoside,101024,mg/100 g fresh weight,0.931914955,0.889361739,0.974468172,0.060179335,2,178
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-rutinoside,glycoside,101010,mg/100 g fresh weight,1.120967805,1.09677422,1.14516139,0.034214896,2,180
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-rutinoside,glycoside,101010,mg/100 g fresh weight,1.854203885,0.074842773,3.827160358,0.940156275,15,300
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Cyanidin 3-O-sophoroside,glycoside,101011,mg/100 g fresh weight,1.004504532,0.965765774,1.043243289,0.054784876,2,182
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,"Delphinidin 3,5-O-diglucoside",glycoside,101084,mg/100 ml,0.489307612,0.45962733,0.526785672,0.034465619,4,537
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Delphinidin 3-O-arabinoside,glycoside,101032,mg/100 g fresh weight,0.834359884,0.692895532,0.971292853,0.100876052,6,351
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Delphinidin 3-O-galactoside,glycoside,101030,mg/100 g fresh weight,0.855628669,0.727758765,0.947650075,0.086515132,6,353
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Delphinidin 3-O-glucoside,glycoside,101031,mg/100 ml,0.571479291,0.511363626,0.65625,0.061658576,4,538
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanones,Didymin,glycoside,106016,mg/100 ml,0.437275956,0.38402456,0.474654347,0.047354026,3,485
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanones,Didymin,glycoside,106016,mg/100 ml,0.647918991,0.522834599,0.735433042,0.085310446,7,507
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 g fresh weight,3.557142973,1.82857132,5.285714626,2.444569476,2,200
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 g fresh weight,3.270833234,1.624999881,5.874999523,1.718314217,6,239
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,1.439393938,1.343434334,1.535353541,0.135707373,2,1063
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanones,Hesperidin,free phenol,106008,mg/100 ml,0.295472895,0.236343667,0.329021811,0.051362183,3,488
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanones,Hesperidin,free phenol,106008,mg/100 ml,0.475306158,0.320000023,0.626190543,0.1092666,7,508
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,1,1,1,0,2,190
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxybenzoic acids,Lambertianin C,polymer,301115,mg/100 g fresh weight,1.286363602,1.127272725,1.445454478,0.224988475,2,205
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Malvidin 3-O-arabinoside,glycoside,101040,mg/100 g fresh weight,0.813044876,0.656348825,0.981703103,0.131129662,6,355
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Malvidin 3-O-galactoside,glycoside,101057,mg/100 g fresh weight,0.806112707,0.661602974,0.890897095,0.09016569,6,357
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanones,Narirutin,glycoside,106010,mg/100 ml,0.759010454,0.739603341,0.785668612,0.023873322,3,491
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanones,Narirutin,glycoside,106010,mg/100 ml,0.921359267,0.789320409,1.050485492,0.083210562,7,509
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavones,Nobiletin,free phenol,107011,mg/100 ml,0.98437504,0.977678597,0.991071463,0.006696433,3,493
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavones,Nobiletin,free phenol,107011,mg/100 ml,0.878654139,0.806949794,0.934362888,0.046377985,7,510
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,o-Coumaric acid,free phenol,302012,mg/100 g fresh weight,1.638489246,1.269784212,2.007194281,0.52142766,2,1065
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavonols,Patuletin 3-O-(2''-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside,glycoside,108091,mg/100 g fresh weight,1.294857982,0.786259532,2.140350819,0.315079079,21,1049
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavonols,Patuletin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,glycoside,108089,mg/100 g fresh weight,0.73286184,0.368686855,0.989899039,0.182592874,21,1051
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Leaf vegetables,"Spinach, raw",201,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,6.807692051,5.461538315,8.153845787,1.903748871,2,1067
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,2.714285612,2.714285612,2.714285612,,1,210
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,p-Coumaroylquinic acid,ester,302024,mg/100 g fresh weight,1.085073038,0.544170141,2.174957275,0.378941111,15,318
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,"Pelargonidin 3,5-O-diglucoside",glycoside,101085,mg/100 ml,0.463105351,0,0.699999988,0.314377966,4,539
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-(6''-acetyl-glucoside),glycoside,101138,mg/100 g fresh weight,0.6495727,0.538461566,0.769230843,0.107161926,6,229
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-(6''-malonyl-glucoside),glycoside,101054,mg/100 g fresh weight,0.601742551,0.470489055,0.70826304,0.111448694,6,231
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 g fresh weight,0.632228439,0.495662957,0.740706325,0.109750343,6,233
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 mL,0.787572294,0.682080984,0.893063605,0.149187242,2,412
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice, high-intensity pulsed electric fields",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 mL,0.714657776,0.434523851,0.940476239,0.21408153,8,436
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 mL,0.669549277,0.323899388,1.012578607,0.234309741,16,445
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 ml,0.395833336,0.25,0.5,0.124999998,4,540
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Red raspberry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucosyl-rutinoside,glycoside,101026,mg/100 g fresh weight,1.201923192,1.038461685,1.365384698,0.231169479,2,184
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-rutinoside,glycoside,101020,mg/100 g fresh weight,0.681201547,0.54651159,0.784883738,0.102392746,6,235
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-rutinoside,glycoside,101020,mg/100 g fresh weight,2.042936791,0.672413826,4.75,1.093066129,11,302
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-rutinoside,glycoside,101020,mg/100 mL,0.830000013,0.720000029,0.939999998,0.15556347,2,415
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice, high-intensity pulsed electric fields",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-rutinoside,glycoside,101020,mg/100 mL,0.857020535,0.589041114,1.109588981,0.20924267,8,437
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice, pasteurized",1301,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Anthocyanins,Pelargonidin 3-O-rutinoside,glycoside,101020,mg/100 mL,0.798404472,0.470198661,1.082191825,0.217812696,16,446
