method.full,method,analysis.type,food.group.full,food.group,food.subgroup,food,food.class,process.full,process,top.process,process.type,process.grouped,compound.class,compound.subclass,compound,conjugation,cicon,unit,mean.rf,min.rf,max.rf,sdev.rf,nraw.rf,rf.id
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, ketchup",202,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,glycoside,108007,mg/100 g fresh weight,0.943256709,0.893906295,0.993595421,0.031085352,18,983
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Red], raw",207,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Quercetin 4'-O-glucoside,glycoside,108067,mg/100 g fresh weight,0.529636085,0.414905429,0.62625134,0.078710966,7,1095
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Onion-family vegetables,"Onion [Yellow], raw",207,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Quercetin 4'-O-glucoside,glycoside,108067,mg/100 g fresh weight,0.488952079,0.445635527,0.551301658,0.038312534,7,1117
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 ml,4.801587436,0.571428537,30.00000191,7.174240509,18,477
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavones,Sinensetin,free phenol,107009,mg/100 ml,0.833333343,0.778816223,0.887850463,0.077098851,2,494
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavones,Tangeretin,free phenol,107012,mg/100 ml,0.738095254,0.730158746,0.746031761,0.011223916,2,496
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice, pasteurized",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavones,Tetramethylscutellarein,free phenol,107019,mg/100 ml,0.754032224,0.70161289,0.806451559,0.074132134,2,498
1 - Chromatography,Chrom.,Defined,Alcoholic beverages,Alc bev,Wines - Grape wines,Wine [Red],1401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Trans-Caffeoyl tartaric acid,ester,302051,mg/100 ml,0.974600656,0.601240456,1.138270736,0.138356494,14,12
1 - Chromatography,Chrom.,Defined,Alcoholic beverages,Alc bev,Wines - Grape wines,Wine [White],1401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Trans-Caffeoyl tartaric acid,ester,302051,mg/100 ml,0.958064396,0.473837197,1.079593539,0.147310187,16,23
1 - Chromatography,Chrom.,Defined,Alcoholic beverages,Alc bev,Wines - Grape wines,Wine [Red],1401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Trans-p-Coumaroyl tartaric acid,ester,302053,mg/100 ml,1.018215141,0.604274154,1.212121248,0.170715272,14,13
1 - Chromatography,Chrom.,Defined,Alcoholic beverages,Alc bev,Wines - Grape wines,Wine [White],1401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Trans-p-Coumaroyl tartaric acid,ester,302053,mg/100 ml,0.949340957,0.851540625,1.012930989,0.044851773,14,24
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 ml,1.332070708,1.045454621,1.5625,0.118787374,18,471
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, canned",204,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.959768981,0.953964174,0.965573788,0.008209237,2,892
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 ml,0.84172227,0.675789475,0.97709924,0.097911692,18,474
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, canned",204,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.962488919,0.958082259,0.96689558,0.006231959,2,893
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, canned",204,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,0.916954905,0.890186906,0.943722904,0.037855667,2,890
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, paste, pasteurized",202,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,0.84455962,0.606217623,0.981865287,0.172531873,6,987
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 ml,0.803537799,0.518072307,0.97590363,0.148206824,18,476
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, canned",204,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,0.924963981,0.911971807,0.937956154,0.018373708,2,894
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, canned",204,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.928834885,0.896296322,0.961373448,0.046016477,2,891
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, paste, pasteurized",202,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,1.039899011,1.003030419,1.118181825,0.042070407,6,988
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 ml,0.775081534,0.445945948,1,0.159128322,18,478
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, canned",204,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.938495457,0.904017925,0.972972989,0.048758593,2,895
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Tubers,"Sweet potato, raw",102,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.532347724,0.759615362,2.142857075,0.466887741,12,1252
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Highbush blueberry, blanched, canned",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.6415929,0.464601755,0.871681392,0.208669485,3,152
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Highbush blueberry, raw, canned",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 mL,0.398481339,0,0.856310666,0.462671186,4,153
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Highbush blueberry, raw, canned",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.379197985,0.257142872,0.507518768,0.125305492,3,154
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Rowanberry, raw",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.5,0.5,0.5,,1,223
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.857749482,0.675159216,1.057324886,0.150602508,6,240
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, raw",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.0561702,0.7986383,1.197957401,0.223408959,3,259
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, canned",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.895752907,0.891891897,0.899613917,0.005460293,2,294
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.845799908,0,1.989361644,0.59748569,8,320
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Pomes,"Apple [Dessert], puree",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.797527581,0.391857505,1.10603106,0.256659642,9,330
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Jams - Berry jams,"Blackcurrant, jam",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,2.357142925,2.357142925,2.357142925,,1,347
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Jams-Berry jams,"Black raspberry, jam",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.883982688,0.828571439,0.939393938,0.07836334,2,388
5 - Folin assay,Folin assay,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Highbush blueberry, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 mL,0.994930869,0,2.796780586,0.671833064,20,406
5 - Folin assay,Folin assay,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 ml,0.897447411,0.79861331,0.980932891,0.055237666,18,479
5 - Folin assay,Folin assay,Grouped,Oils,Oils,Oils - Fruit vegetable oils,"Olive, oil, virgin",1001,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.558588288,0.171829417,1.007457614,0.308879048,30,554
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Bilberry, jam",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.888888896,0.888888896,0.888888896,,1,73
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, soaked, boiled",301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.199485575,0.163092941,0.261487842,0.053965536,3,731
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Lentils,"Lentils, whole, soaked, boiled",301,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.248278638,0.218261331,0.299155414,0.04429787,3,742
4 - pH differential method (anthocyanins),pH diff.,Grouped,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, canned",401,Stored at room temperature,St. room temp,yes,Storage,Stored room temp,Flavonoids,Anthocyanins,"Anthocyanins, total",ester,101000,mg/100 g fresh weight,0.843167663,0.616459608,1.069875717,0.320613605,2,292
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Raspberry [Unknown species], raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,1.033281462,0.453333348,1.475216389,0.312537269,16,170
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Blackberry, raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,1.019036651,0.997953296,1.051818728,0.023908737,4,87
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Blackberry, raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Anthocyanins,Cyanidin 3-O-glucosyl-rutinoside,glycoside,101024,mg/100 g fresh weight,1.111095399,1.047673106,1.224744678,0.082547689,4,88
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Blackberry, raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Anthocyanins,Cyanidin 3-O-rutinoside,glycoside,101010,mg/100 g fresh weight,0.994073465,0.963732541,1.025028229,0.026327491,4,89
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Raspberry [Unknown species], raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Anthocyanins,Cyanidin 3-O-sophoroside,glycoside,101011,mg/100 g fresh weight,0.898873266,0.619597256,1.236332536,0.168994085,16,171
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.916337788,0.909704983,0.922970593,0.009380203,2,898
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, boiled, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.982860237,0.969821692,0.995898783,0.018439288,2,904
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Raspberry [Unknown species], raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 g fresh weight,0.912547171,0.75057739,1.064058661,0.095308557,16,172
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, jam, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 g fresh weight,0.885154108,0.823529482,0.983193278,0.085834994,3,225
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Blackberry, raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 g fresh weight,1.202559441,1.148914099,1.241985559,0.039079371,4,90
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.846964628,0.821089864,0.872839391,0.036592442,2,899
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, boiled, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.855571091,0.7456249,0.965517282,0.155487395,2,905
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,0.957944423,0.949487805,0.966401041,0.011959463,2,896
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, boiled, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,0.921863943,0.907887161,0.935840726,0.019766155,2,902
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,0.973278731,0.962686539,0.983870924,0.014979622,2,900
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, boiled, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,0.952225417,0.936708868,0.967741966,0.021943715,2,906
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.881930649,0.861687422,0.902173877,0.028628247,2,897
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, boiled, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.915490001,0.909871221,0.921108782,0.007946156,2,903
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, blanched, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.92309767,0.905416965,0.940778375,0.025004292,2,901
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Cabbages,"Kale, boiled, frozen",204,Stored frozen,St. frozen,yes,Storage,Stored frozen,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.962305278,0.961977124,0.962633431,0.000464079,2,907
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Raspberry [Unknown species], raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.970243294,0.720893264,1.240160584,0.155513421,16,173
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Berries,"Blackberry, raw, frozen",401,Stored frozen,St. frozen,yes,Storage,Stored frozen,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.935826868,0.837119997,1.014762998,0.074701442,4,91
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(-)-Epicatechin,free phenol,105002,mg/100 g fresh weight,1.068668475,0.495567411,2.295416117,0.542211016,15,308
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Pomes,"Apple, whole, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(-)-Epicatechin,free phenol,105002,mg/100 g fresh weight,0.835196098,0.560000002,1.219178081,0.278563098,6,333
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Tea infusions,"Tea [Green], infusion",130303,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(-)-Epicatechin 3-O-gallate,ester,105005,mg/100 mL,0.413457274,0.110225767,0.790172637,0.345878366,3,541
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Tea infusions,"Tea [Green], infusion",130303,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(-)-Epigallocatechin,free phenol,105004,mg/100 mL,0.459962746,0.379888266,0.569832385,0.098414967,3,542
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Tea infusions,"Tea [Green], infusion",130303,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(-)-Epigallocatechin 3-O-gallate,ester,105006,mg/100 mL,0.5,0.260033816,0.799957752,0.274915815,3,543
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, puree",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,0.69540227,0.482758611,0.931034446,0.153309366,6,237
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,1.03483485,0.583333313,1.868778348,0.375718558,15,310
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Pomes,"Apple, whole, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,0.998107811,0.669248641,1.659090877,0.401258408,6,334
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,01 mers,polymer,105047,mg/100 g fresh weight,0.62734584,0.305630028,0.809651494,0.279438372,3,363
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,02 mers,polymer,105042,mg/100 g fresh weight,0.623881797,0.429404914,0.746791184,0.170367077,3,365
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,02-03 mers,polymer,105073,mg/100 g fresh weight,0.599946429,0.390675277,0.753215432,0.187646001,3,367
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,03 mers,polymer,105050,mg/100 g fresh weight,0.546942304,0.304909557,0.767441869,0.232016795,3,369
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,04 mers,polymer,105064,mg/100 g fresh weight,0.529298772,0.334293932,0.63112396,0.168934461,3,371
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,04-06 mers,polymer,105051,mg/100 g fresh weight,0.526155045,0.294387192,0.652920961,0.201011619,3,373
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,05 mers,polymer,105067,mg/100 g fresh weight,0.594417105,0.334975392,0.724137962,0.224683115,3,375
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,06 mers,polymer,105068,mg/100 g fresh weight,0.479876156,0.226006195,0.640866876,0.222479799,3,377
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,07 mers,polymer,105069,mg/100 g fresh weight,0.537340591,0.333333343,0.639344215,0.176675459,3,379
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,07-10 mers,polymer,105052,mg/100 g fresh weight,0.577858875,0.434306592,0.664233565,0.125174123,3,381
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Jams - Berry jams,"Blueberry [Unknown species], jam",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Flavonoids,Flavanols,08 mers,polymer,105070,mg/100 g fresh weight,0.65934062,0.626373589,0.714285672,0.047899986,3,383
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Sweet cherry, raw",401,Stored refrigerated,St. refrigerated,yes,Storage,Stored refrigerated,Phenolic acids,Hydroxycinnamic acids,3-Caffeoylquinic acid,ester,302025,mg/100 g fresh weight,1.08782088,0.603960335,1.630067587,0.343541946,15,314
